# Fable TLC RTTI class dump (Steam Fable.exe, image base 0x400000)
# Source: fabletlcmod.com forum th=9198 (EternalNoob, 2012), goto=66825
# 2090 classes. Columns: VFT<TAB>flags<TAB>class<TAB>bases<TAB>rtti_kind
# rtti_kind: SI single / MI multiple / VI virtual inheritance (MSVC RTTI).
VFT	flags	class	bases	rtti_kind
0128220C	0081	CCreatureAction_NymphSummonInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01282354	0081	CCreatureAction_NymphSummonOutOf	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012828A4	0082	CCreatureAction_NymphTeleportIntoLimbo	CCreatureAction_NymphTeleportLimboBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01282754	0082	CCreatureAction_NymphTeleportLimboBase	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01282A04	0082	CCreatureAction_NymphTeleportOutOfLimbo	CCreatureAction_NymphTeleportLimboBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01268DEC	0081	CCreatureAction_OnGenerate	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127173C	0070	CCreatureAction_OpenChest	CCreatureActionBase, CBaseObject, CBaseClass	SI
0128F74C	0070	CCreatureAction_OrderSecuritySweep	CCreatureActionBase, CBaseObject, CBaseClass	SI
012743DC	0070	CCreatureAction_PerformExpression	CCreatureActionBase, CBaseObject, CBaseClass	SI
012744FC	0070	CCreatureAction_PerformExpressionExtended	CCreatureActionBase, CBaseObject, CBaseClass	SI
012925F4	0070	CCreatureAction_PickCrop	CCreatureActionBase, CBaseObject, CBaseClass	SI
01270C3C	0070	CCreatureAction_PickupGameObject	CCreatureActionBase, CBaseObject, CBaseClass	SI
01274BD4	0070	CCreatureAction_PickUpGenericBox	CCreatureActionBase, CBaseObject, CBaseClass	SI
0128FBF4	0070	CCreatureAction_PickUpGoods	CCreatureActionBase, CBaseObject, CBaseClass	SI
012963A4	0070	CCreatureAction_PickUpJug	CCreatureAction_PickUpThingAtTable, CCreatureActionBase, CBaseObject, CBaseClass	SI
01275504	0070	CCreatureAction_PickUpJugToFill	CCreatureActionBase, CBaseObject, CBaseClass	SI
01292D6C	0070	CCreatureAction_PickUpTankard	CCreatureAction_PickUpThingAtTable, CCreatureActionBase, CBaseObject, CBaseClass	SI
012753E4	0070	CCreatureAction_PickUpThingAtTable	CCreatureActionBase, CBaseObject, CBaseClass	SI
01273A0C	0070	CCreatureAction_PlayAnimation	CCreatureActionBase, CBaseObject, CBaseClass	SI
0127507C	0070	CCreatureAction_PlayAnimationFromIndex	CCreatureActionBase, CBaseObject, CBaseClass	SI
012740F4	0070	CCreatureAction_PlayAnimationWithLookTurning	CCreatureAction_PlayAnimation, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127A604	0081	CCreatureAction_PlayCombatAnimation	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127A74C	0081	CCreatureAction_PlayCombatAnimationWithLooking	CCreatureAction_PlayCombatAnimation, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012737CC	0070	CCreatureAction_PlayConversationAnimation	CCreatureActionBase, CBaseObject, CBaseClass	SI
01259664	0070	CCreatureAction_PlayerInteractionBribe	CCreatureActionBase, CBaseObject, CBaseClass	SI
01259794	0070	CCreatureAction_PlayerInteractionFlirt	CCreatureActionBase, CBaseObject, CBaseClass	SI
012592D4	0070	CCreatureAction_PlayerInteractionGreet	CCreatureActionBase, CBaseObject, CBaseClass	SI
01259404	0070	CCreatureAction_PlayerInteractionInsult	CCreatureActionBase, CBaseObject, CBaseClass	SI
01259534	0070	CCreatureAction_PlayerInteractionThreaten	CCreatureActionBase, CBaseObject, CBaseClass	SI
01270E7C	0070	CCreatureAction_PlayerInteractionViewQuests	CCreatureActionBase, CBaseObject, CBaseClass	SI
0129274C	0070	CCreatureAction_PlayHopscotch	CCreatureActionBase, CBaseObject, CBaseClass	SI
01273B2C	0070	CCreatureAction_PlayIntoLoopOutOfAnimation	CCreatureActionBase, CBaseObject, CBaseClass	SI
0127AC94	0081	CCreatureAction_ProjectileCrouch	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012964DC	0070	CCreatureAction_PutDownJug	CCreatureAction_PutDownThingAtTable, CCreatureActionBase, CBaseObject, CBaseClass	SI
01275634	0070	CCreatureAction_PutDownJugFromFilling	CCreatureActionBase, CBaseObject, CBaseClass	SI
01292E9C	0070	CCreatureAction_PutDownTankard	CCreatureAction_PutDownThingAtTable, CCreatureActionBase, CBaseObject, CBaseClass	SI
01273C4C	0070	CCreatureAction_PutDownThingAtTable	CCreatureActionBase, CBaseObject, CBaseClass	SI
0128FAD4	0070	CCreatureAction_PutGoodsDown	CCreatureActionBase, CBaseObject, CBaseClass	SI
0129519C	0081	CCreatureAction_QueenHornetShootBabies	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01270AC4	0070	CCreatureAction_Read	CCreatureActionBase, CBaseObject, CBaseClass	SI
0127EB7C	0081	CCreatureAction_ReleaseAndLoopDivineWrathSpell	CCreatureAction_BuildUpDivineWrathSpell, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127F0EC	0081	CCreatureAction_ReleaseAndLoopUnholyPowerSpell	CCreatureAction_BuildUpUnholyPowerSpell, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127EA1C	0081	CCreatureAction_ReleaseDivineWrathSpell	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127C09C	0081	CCreatureAction_ReleasePhysicalShieldSpell	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012874EC	0081	CCreatureAction_ReleaseStrengthBerserk	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012840F4	0081	CCreatureAction_ReleaseTimeSpell	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127EF8C	0081	CCreatureAction_ReleaseUnholyPowerSpell	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127BC84	0081	CCreatureAction_ReleaseWillEnflameSpell	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127DDEC	0081	CCreatureAction_ReleaseWillLightningSpell	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127D9CC	0081	CCreatureAction_ReleaseWillSummonSpell	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012656A4	0070	CCreatureAction_ReloadMissileWeapon	CCreatureActionBase, CBaseObject, CBaseClass	SI
0129007C	0070	CCreatureAction_RemoveFoodFromTable	CCreatureAction_PickUpThingAtTable, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127C1E4	0081	CCreatureAction_RemovePhysicalShieldSpell	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01268C9C	0081	CCreatureAction_RiseUp	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01262B04	0081	CCreatureAction_RockTrollFallToDeath	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128154C	0081	CCreatureAction_RockTrollShakeAndExplode	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01281024	0083	CCreatureAction_ScorpionCharge	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01280ED4	0083	CCreatureAction_ScorpionChargeInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01281184	0083	CCreatureAction_ScorpionChargeStrike	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0126272C	0081	CCreatureAction_ScorpionKingDeath	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01298CD4	0081	CCreatureAction_ScorpionPrepareTailPlunge	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01286724	0081	CCreatureAction_ScorpionRecover	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012865DC	0081	CCreatureAction_ScorpionSummon	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01286494	0081	CCreatureAction_ScorpionTailPlunge	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01286334	0081	CCreatureAction_ScorpionTailWithdraw	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01298A04	0082	CCreatureAction_ScorpionUnblockableLeftTurnAttack	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01298B6C	0082	CCreatureAction_ScorpionUnblockableRightTurnAttack	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01262354	0081	CCreatureAction_ScreamerAdvance	CCreatureAction_StrafeForward, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0126249C	0081	CCreatureAction_ScreamerBackOff	CCreatureAction_StrafeBackward, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127B374	0081	CCreatureAction_ScreamerDie	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01261F7C	0081	CCreatureAction_ScreamerDrainAttack	CCreatureAction_CastWillDrainLifeSpell, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012620C4	0081	CCreatureAction_ScreamerDrainOutOf	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0126220C	0081	CCreatureAction_ScreamerIdle	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0129947C	0070	CCreatureAction_SendMessage	CCreatureActionBase, CBaseObject, CBaseClass	SI
0125C83C	0070	CCreatureAction_SheatheItemToInventory	CCreatureActionBase, CBaseObject, CBaseClass	SI
0125CA7C	0070	CCreatureAction_SheatheItemToInventory_ForDivineWrath	CCreatureAction_SheatheItemToInventory, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125C95C	0070	CCreatureAction_SheatheItemToInventory_ForEnflame	CCreatureAction_SheatheItemToInventory, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125CB9C	0070	CCreatureAction_SheatheItemToInventory_ForUnholyPower	CCreatureAction_SheatheItemToInventory, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125FB14	0070	CCreatureAction_SheatheTrophy	CCreatureAction_SheatheItemToInventory, CCreatureActionBase, CBaseObject, CBaseClass	SI
01282CEC	0081	CCreatureAction_SheatheWeapons	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01273FCC	0070	CCreatureAction_ShopkeeperGetOut	CCreatureActionBase, CBaseObject, CBaseClass	SI
01274AAC	0070	CCreatureAction_ShopkeeperPutAway	CCreatureActionBase, CBaseObject, CBaseClass	SI
0127344C	0070	CCreatureAction_ShowFear	CCreatureActionBase, CBaseObject, CBaseClass	SI
012714C4	0070	CCreatureAction_ShowItemToThing	CCreatureActionBase, CBaseObject, CBaseClass	SI
01274F4C	0070	CCreatureAction_ShowLove	CCreatureActionBase, CBaseObject, CBaseClass	SI
0125F9F4	0070	CCreatureAction_ShowToSheatheTrophy	CCreatureAction_ShowTrophy, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125F7B4	0070	CCreatureAction_ShowTrophy	CCreatureActionBase, CBaseObject, CBaseClass	SI
012781FC	0070	CCreatureAction_SitDown	CCreatureActionBase, CBaseObject, CBaseClass	SI
0129354C	0082	CCreatureAction_SnapDragon	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0129369C	0082	CCreatureAction_SnapDragonFast	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01286D94	0082	CCreatureAction_SnapDragonOutOf	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01275D74	0070	CCreatureAction_SpiritAttack	CCreatureActionBase, CBaseObject, CBaseClass	SI
01275B34	0070	CCreatureAction_SpiritHitResponse	CCreatureActionBase, CBaseObject, CBaseClass	SI
01275C54	0070	CCreatureAction_SpiritReturnToHero	CCreatureActionBase, CBaseObject, CBaseClass	SI
01277B74	0070	CCreatureAction_StabbedToDeath	CCreatureActionBase, CBaseObject, CBaseClass	SI
012761CC	0081	CCreatureAction_StartBlocking	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01296C9C	0070	CCreatureAction_StartEatingAtTable	CCreatureAction_PickUpThingAtTable, CCreatureActionBase, CBaseObject, CBaseClass	SI
01273D6C	0070	CCreatureAction_StartFillingTankard	CCreatureActionBase, CBaseObject, CBaseClass	SI
01258DFC	0070	CCreatureAction_StartSneaking	CCreatureActionBase, CBaseObject, CBaseClass	SI
01296DCC	0070	CCreatureAction_StopEatingAtTable	CCreatureAction_PutDownThingAtTable, CCreatureActionBase, CBaseObject, CBaseClass	SI
01273E9C	0070	CCreatureAction_StopFillingTankard	CCreatureActionBase, CBaseObject, CBaseClass	SI
01258F24	0070	CCreatureAction_StopSneaking	CCreatureActionBase, CBaseObject, CBaseClass	SI
0127FDCC	0081	CCreatureAction_StrafeBackward	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127FC84	0081	CCreatureAction_StrafeForward	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127ADDC	0081	CCreatureAction_SummonCreatures	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01287174	0081	CCreatureAction_SummonerDead	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012644A4	0081	CCreatureAction_SummonerDie	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01264214	0081	CCreatureAction_SummonerFlameSlice	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012830EC	0081	CCreatureAction_SummonerLightningOrbInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01283234	0081	CCreatureAction_SummonerLightningOrbOutOf	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128337C	0081	CCreatureAction_SummonerLightningOrbOutOfGroundSmash	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128360C	0081	CCreatureAction_SummonerSheatheWeapon	CCreatureAction_SheatheWeapons, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0126435C	0081	CCreatureAction_SummonerStrike	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01282E34	0081	CCreatureAction_SummonerSummonInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01282F8C	0081	CCreatureAction_SummonerSummonOutOf	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012834C4	0081	CCreatureAction_SummonerUnsheatheStrike	CCreatureAction_UnsheatheWeapons, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012599E4	0070	CCreatureAction_Talk	CCreatureActionBase, CBaseObject, CBaseClass	SI
012598C4	0070	CCreatureAction_TavernGameMasterInteraction	CCreatureActionBase, CBaseObject, CBaseClass	SI
0127E4AC	0081	CCreatureAction_TeleportIn	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127E344	0081	CCreatureAction_TeleportOut	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01284DAC	0081	CCreatureAction_TentacleIdle	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01290304	0081	CCreatureAction_TentacleRise	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01285184	0081	CCreatureAction_TentacleStrikeGetHit	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0129044C	0081	CCreatureAction_TentacleStrikeInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01284EF4	0081	CCreatureAction_TentacleStrikeLoop	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128503C	0081	CCreatureAction_TentacleStrikeOutOf	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01259044	0070	CCreatureAction_ThrowGameObject	CCreatureActionBase, CBaseObject, CBaseClass	SI
012944D4	0081	CCreatureAction_ThrowShotObject	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01296B54	0081	CCreatureAction_ThunderLightningStorm	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128E23C	0083	CCreatureAction_TrollAngryGroundPound	CCreatureAction_TrollWhackGroundBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128E8E4	0081	CCreatureAction_TrollGetProjectile	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012931CC	0081	CCreatureAction_TrollGroundPound	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128E79C	0081	CCreatureAction_TrollIdle	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128E3AC	0084	CCreatureAction_TrollProjectileAttack	CCreatureAction_TrollWhackGroundBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128EA4C	0081	CCreatureAction_TrollPursue	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128E654	0081	CCreatureAction_TrollSwipe	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01281694	0082	CCreatureAction_TrollThrowProjectile	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128E504	0083	CCreatureAction_TrollTunnel	CCreatureAction_TrollWhackGroundBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01285DEC	0081	CCreatureAction_TrollVulnerableInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01285F44	0081	CCreatureAction_TrollVulnerableOutOf	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128E0EC	0083	CCreatureAction_TrollWhackGroundBase	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01263544	0081	CCreatureAction_TurnStrikeLeft	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0126368C	0081	CCreatureAction_TurnStrikeRight	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127F8A4	0082	CCreatureAction_UnblockableMidAttack	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0126908C	0081	CCreatureAction_UndeadIdleUnderground	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01287DDC	0081	CCreatureAction_UndeadReturnToEarth	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01268F44	0081	CCreatureAction_UndeadRiseUp	CCreatureAction_RiseUp, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125CCBC	0070	CCreatureAction_UnsheatheItemFromInventory	CCreatureActionBase, CBaseObject, CBaseClass	SI
0125CDDC	0070	CCreatureAction_UnsheatheItemFromInventoryWithHasteAction	CCreatureAction_UnsheatheItemFromInventory, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125F8D4	0070	CCreatureAction_UnsheatheToShowToSheatheTrophy	CCreatureAction_UnsheatheItemFromInventory, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127B1B4	0081	CCreatureAction_UnsheatheWeapons	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127486C	0070	CCreatureAction_UseLamp	CCreatureActionBase, CBaseObject, CBaseClass	SI
0125CEFC	0070	CCreatureAction_UseObject	CCreatureActionBase, CBaseObject, CBaseClass	SI
01271604	0070	CCreatureAction_UseSwitch	CCreatureActionBase, CBaseObject, CBaseClass	SI
0127498C	0070	CCreatureAction_UseWallMount	CCreatureActionBase, CBaseObject, CBaseClass	SI
012990BC	0081	CCreatureAction_VillagerAdvance	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01298E2C	0081	CCreatureAction_VillagerAttack	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01298F74	0081	CCreatureAction_VillagerAttackKnockdown	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01299204	0081	CCreatureAction_VillagerBackOff	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128ECFC	0081	CCreatureAction_WalkInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0128EBA4	0081	CCreatureAction_WalkOutOf	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012629BC	0081	CCreatureAction_WaspQueenDeath	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01280D84	0082	CCreatureAction_WaspQueenDie	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01281304	0082	CCreatureAction_WaspQueenDiveAttack	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0129504C	0082	CCreatureAction_WaspQueenLashOutAttack	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01294EFC	0082	CCreatureAction_WaspQueenPrimaryAttack	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012969E4	0081	CCreatureAction_WhisperJumpIntoSky	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0129689C	0081	CCreatureAction_WhisperSommersaultBackward	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01296754	0081	CCreatureAction_WhisperSommersaultForward	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127331C	0070	CCreatureAction_YellOverHere	CCreatureActionBase, CBaseObject, CBaseClass	SI
01259D24	0070	CCreatureActionBase	CBaseObject, CBaseClass	SI
0127655C	0081	CCreatureActionHero180RunningTurn	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012766A4	0081	CCreatureActionHeroJump	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012767EC	0081	CCreatureActionHeroRunningStop	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125B43C	0025	CCreatureDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123390C	0025	CCreatureGenerationFamilyDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
